"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Destination","Destination WPA","Destination Region","Fate","R and D code","Tonnes Removed","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","West Suffolk","406560","A S Car Dismantlers Limited","A S Car Dismantlers Limited","S1517 No 17: Vehicle Depollution Facility",569642,269465,"IP28 8LD","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",15.98,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","406560","A S Car Dismantlers Limited","A S Car Dismantlers Limited","S1517 No 17: Vehicle Depollution Facility",569642,269465,"IP28 8LD","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",4.34,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","406560","A S Car Dismantlers Limited","A S Car Dismantlers Limited","S1517 No 17: Vehicle Depollution Facility",569642,269465,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","aluminium","17 04 02","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",8.34,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","406560","A S Car Dismantlers Limited","A S Car Dismantlers Limited","S1517 No 17: Vehicle Depollution Facility",569642,269465,"IP28 8LD","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","ferrous metal","19 12 02","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",43.98,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","406560","A S Car Dismantlers Limited","A S Car Dismantlers Limited","S1517 No 17: Vehicle Depollution Facility",569642,269465,"IP28 8LD","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","non-ferrous metal","19 12 03","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",28.18,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","406560","A S Car Dismantlers Limited","A S Car Dismantlers Limited","S1517 No 17: Vehicle Depollution Facility",569642,269465,"IP28 8LD","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",106.44,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","West Suffolk","406560","A S Car Dismantlers Limited","A S Car Dismantlers Limited","S1517 No 17: Vehicle Depollution Facility",569642,269465,"IP28 8LD","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","components not otherwise specified","16 01 22","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",1.31,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","406560","A S Car Dismantlers Limited","A S Car Dismantlers Limited","S1517 No 17: Vehicle Depollution Facility",569642,269465,"IP28 8LD","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Batteries and accumulators","lead batteries","16 06 01*","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",6.83,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","100398","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569649,269468,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","copper, bronze, brass","17 04 01","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",0.02,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","100398","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569649,269468,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","aluminium","17 04 02","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",5.47,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","100398","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569649,269468,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","iron and steel","17 04 05","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",39.85,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","100398","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569649,269468,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","mixed metals","17 04 07","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",25.61,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","West Suffolk","100398","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569649,269468,"IP28 8LD","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",377.52,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","West Suffolk","100398","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569649,269468,"IP28 8LD","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","components not otherwise specified","16 01 22","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",32.37,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","403717","Unit B, The Carrops","Motorhog Limited","S1517 No 17: Vehicle Depollution Facility",569691,269419,"IP28 8LD","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles","16 01 04*","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",1277.58,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","West Suffolk","MP3937RY","Red Lodge Compost Facility EPR/MP3937RY","Anti-Waste Ltd","T01 : Composting installation",569780,269270,"IP28 8LG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Treatment","Composting","Suffolk","Suffolk","East of England","Recovery","R13",686.18,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","West Suffolk","404414","Vehicle Dismantlers Limited ( Red Lodge)","Vehicle Dismantlers Limited","S1513 No 13: 75kte Vehicle Depollution Facility",569090,270681,"IP28 8LQ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",197.42,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","404414","Vehicle Dismantlers Limited ( Red Lodge)","Vehicle Dismantlers Limited","S1513 No 13: 75kte Vehicle Depollution Facility",569090,270681,"IP28 8LQ","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","non-ferrous metal","19 12 03","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",165.19,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","404414","Vehicle Dismantlers Limited ( Red Lodge)","Vehicle Dismantlers Limited","S1513 No 13: 75kte Vehicle Depollution Facility",569090,270681,"IP28 8LQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",215.5,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","West Suffolk","404414","Vehicle Dismantlers Limited ( Red Lodge)","Vehicle Dismantlers Limited","S1513 No 13: 75kte Vehicle Depollution Facility",569090,270681,"IP28 8LQ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life tyres","16 01 03","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",101.6,"07 - Non-metallic wastes","Rubber wastes"
"East of England","Suffolk","Suffolk","West Suffolk","404414","Vehicle Dismantlers Limited ( Red Lodge)","Vehicle Dismantlers Limited","S1513 No 13: 75kte Vehicle Depollution Facility",569090,270681,"IP28 8LQ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",3968.25,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","West Suffolk","404414","Vehicle Dismantlers Limited ( Red Lodge)","Vehicle Dismantlers Limited","S1513 No 13: 75kte Vehicle Depollution Facility",569090,270681,"IP28 8LQ","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Batteries and accumulators","lead batteries","16 06 01*","MRS","Vehicle depollution facility","Suffolk","Suffolk","East of England","Recovery","R04",49.7,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","404585","A & S Topsoils","Mr Nathan Tidd And Mr Steven Tidd","SR2010 No12 : Treatment of waste to produce soil <75,000 tpy",570711,278273,"IP28 8LX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",672,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Transfer (D)","D15",16.66,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",660,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",160,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",1520.3,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",131,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Ipswich","100311","Cliff Quay Waste Water Treatment Works","Anglian Water Services Limited","A17 : Physico-Chemical Treatment Facility",617319,242014,"IP3 0ET","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Anaerobic treatment of waste","digestate from anaerobic treatment of animal and vegetable waste","19 06 06","Treatment","Physical-Chemical Treatment","Suffolk","Suffolk","East of England","Recovery","R10",7299.74,"03 - Other chemical wastes","Industrial effluent sludges"
