"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Origin","Origin WPA","Origin Region","Fate","R and D code","Tonnes Received","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","cables other than those mentioned in 17 04 10","17 04 11","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",0.004,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",2792.856,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",1691.78,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",1507.093,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles","16 01 04*","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",102.319,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles","16 01 04*","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",36.583,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles","16 01 04*","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R13",63.1,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",2672.53,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R13",1531.13,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R13",599.04,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",214.605,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",0.139,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",59.702,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R13",123.964,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Batteries and accumulators","lead batteries","16 06 01*","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",7.04,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",56.11,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",21.99,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04.05",24.45,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Shredding of metal-containing wastes","fluff-light fraction and dust other than those mentioned in 19 10 03","19 10 04","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",0.4,"10 - Mixed ordinary wastes","Sorting residues"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","MRS","Metal Recycling","Essex","Essex","East of England","Recovery","R04",7.38,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Fife","Scotland","Scotland","Recovery","R04",26.975,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Gloucestershire","Gloucestershire","South West","Recovery","R04.05",0.063,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Gloucestershire","Gloucestershire","South West","Recovery","R04.05",0.369,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Greater London","East London Waste Authority","London","Recovery","R04.05",8.92,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Greater London","East London Waste Authority","London","Recovery","R04.05",169.19,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Greater London","East London Waste Authority","London","Recovery","R04.05",12.771,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Greater London","East London Waste Authority","London","Recovery","R04.05",2.57,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","MRS","Metal Recycling","Greater London","East London Waste Authority","London","Recovery","R04.05",75.57,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","MRS","Metal Recycling","Greater London","East London Waste Authority","London","Recovery","R13",7.02,"08 - Discarded equipment","Discarded machines and equipment components"
